gameid,date,patch,teamname,side,result,game_mins,got_fd,got_more_grubs,scenario,golddiffat15,xpdiffat15,kills,deaths,firstbaron,firsttower,turretplates,opp_turretplates
13232-13232_game_1,2026-04-19 11:22:40,16.07,Anyone's Legend,Red,0,32.083333333333336,1,0,FD Only,,,3,12,,1.0,,
13232-13232_game_2,2026-04-19 12:17:25,16.07,Anyone's Legend,Blue,0,36.516666666666666,0,1,More Grubs Only,,,17,19,,0.0,,
13232-13232_game_2,2026-04-19 12:17:25,16.07,Bilibili Gaming,Red,1,36.516666666666666,1,0,FD Only,,,19,17,,1.0,,
13258-13258_game_2,2026-05-06 12:59:35,16.09,Top Esports,Red,1,24.066666666666666,1,0,FD Only,,,15,6,,0.0,,
13231-13231_game_1,2026-04-19 09:12:01,16.07,Invictus Gaming,Blue,0,33.35,0,1,More Grubs Only,,,15,16,,1.0,,
13231-13231_game_1,2026-04-19 09:12:01,16.07,Top Esports,Red,1,33.35,1,0,FD Only,,,16,15,,0.0,,
13231-13231_game_2,2026-04-19 10:12:15,16.07,Invictus Gaming,Blue,0,30.833333333333332,1,1,FD + More Grubs,,,6,24,,1.0,,
13231-13231_game_2,2026-04-19 10:12:15,16.07,Top Esports,Red,1,30.833333333333332,0,0,Neither,,,24,6,,0.0,,
13258-13258_game_3,2026-05-06 13:47:26,16.09,JD Gaming,Blue,1,26.533333333333335,1,0,FD Only,,,19,10,,1.0,,
13258-13258_game_3,2026-05-06 13:47:26,16.09,Top Esports,Red,0,26.533333333333335,0,1,More Grubs Only,,,10,19,,0.0,,
13259-13259_game_1,2026-05-07 09:12:07,16.09,Team WE,Blue,0,36.0,0,1,More Grubs Only,,,16,17,,0.0,,
13259-13259_game_1,2026-05-07 09:12:07,16.09,Weibo Gaming,Red,1,36.0,1,0,FD Only,,,17,16,,1.0,,
13259-13259_game_2,2026-05-07 10:10:59,16.09,Team WE,Blue,1,33.0,1,1,FD + More Grubs,,,15,9,,1.0,,
13259-13259_game_2,2026-05-07 10:10:59,16.09,Weibo Gaming,Red,0,33.0,0,0,Neither,,,9,15,,0.0,,
13259-13259_game_3,2026-05-07 11:23:30,16.09,Team WE,Blue,0,35.53333333333333,0,0,Neither,,,9,9,,0.0,,
13259-13259_game_3,2026-05-07 11:23:30,16.09,Weibo Gaming,Red,1,35.53333333333333,1,1,FD + More Grubs,,,9,9,,1.0,,
13260-13260_game_1,2026-05-07 12:39:41,16.09,Anyone's Legend,Blue,0,33.666666666666664,0,1,More Grubs Only,,,1,15,,0.0,,
13260-13260_game_1,2026-05-07 12:39:41,16.09,Ninjas in Pyjamas,Red,1,33.666666666666664,1,0,FD Only,,,15,1,,1.0,,
13260-13260_game_2,2026-05-07 13:36:42,16.09,Ninjas in Pyjamas,Blue,1,31.15,1,1,FD + More Grubs,,,15,7,,1.0,,
13260-13260_game_2,2026-05-07 13:36:42,16.09,Anyone's Legend,Red,0,31.15,0,0,Neither,,,7,15,,0.0,,
13261-13261_game_2,2026-05-08 10:15:33,16.09,LNG Esports,Blue,0,39.333333333333336,1,1,FD + More Grubs,,,23,27,,1.0,,
13261-13261_game_2,2026-05-08 10:15:33,16.09,Ultra Prime,Red,1,39.333333333333336,0,0,Neither,,,27,23,,0.0,,
13233-13233_game_1,2026-04-22 09:14:11,16.08,Weibo Gaming,Blue,1,31.1,0,1,More Grubs Only,,,15,10,,0.0,,
13233-13233_game_1,2026-04-22 09:14:11,16.08,Team WE,Red,0,31.1,1,0,FD Only,,,10,15,,1.0,,
13261-13261_game_3,2026-05-08 11:17:03,16.09,LNG Esports,Blue,1,30.216666666666665,1,1,FD + More Grubs,,,14,8,,1.0,,
13261-13261_game_3,2026-05-08 11:17:03,16.09,Ultra Prime,Red,0,30.216666666666665,0,0,Neither,,,8,14,,0.0,,
13262-13262_game_1,2026-05-08 12:26:50,16.09,JD Gaming,Blue,0,38.85,1,1,FD + More Grubs,,,6,18,,1.0,,
13262-13262_game_1,2026-05-08 12:26:50,16.09,Bilibili Gaming,Red,1,38.85,0,0,Neither,,,18,6,,0.0,,
13262-13262_game_2,2026-05-08 13:29:02,16.09,JD Gaming,Blue,0,28.583333333333332,0,1,More Grubs Only,,,9,27,,0.0,,
13262-13262_game_2,2026-05-08 13:29:02,16.09,Bilibili Gaming,Red,1,28.583333333333332,1,0,FD Only,,,26,9,,1.0,,
13235-13235_game_1,2026-04-23 09:12:44,16.08,LGD Gaming,Blue,1,26.516666666666666,0,1,More Grubs Only,,,15,5,,0.0,,
13235-13235_game_1,2026-04-23 09:12:44,16.08,EDward Gaming,Red,0,26.516666666666666,1,0,FD Only,,,5,15,,1.0,,
13235-13235_game_2,2026-04-23 10:02:41,16.08,LGD Gaming,Blue,1,49.9,0,0,Neither,,,16,10,,0.0,,
13235-13235_game_2,2026-04-23 10:02:41,16.08,EDward Gaming,Red,0,49.9,1,1,FD + More Grubs,,,10,16,,1.0,,
13236-13236_game_1,2026-04-23 11:49:04,16.08,Ninjas in Pyjamas,Blue,1,33.88333333333333,1,1,FD + More Grubs,,,24,24,,1.0,,
13236-13236_game_1,2026-04-23 11:49:04,16.08,Bilibili Gaming,Red,0,33.88333333333333,0,0,Neither,,,23,24,,0.0,,
13265-13265_game_2,2026-05-10 10:12:35,16.09,Weibo Gaming,Blue,1,36.45,0,1,More Grubs Only,,,21,12,,0.0,,
13265-13265_game_2,2026-05-10 10:12:35,16.09,Ninjas in Pyjamas,Red,0,36.45,1,0,FD Only,,,12,21,,1.0,,
13266-13266_game_2,2026-05-10 12:30:06,16.09,JD Gaming,Red,0,28.983333333333334,0,0,Neither,,,3,14,,1.0,,
13266-13266_game_3,2026-05-10 13:23:10,16.09,JD Gaming,Blue,1,24.816666666666666,1,1,FD + More Grubs,,,15,5,,1.0,,
13266-13266_game_3,2026-05-10 13:23:10,16.09,Anyone's Legend,Red,0,24.816666666666666,0,0,Neither,,,5,15,,0.0,,
13267-13267_game_2,2026-05-12 10:02:59,16.09,Ninjas in Pyjamas,Blue,0,26.95,0,1,More Grubs Only,,,9,15,,0.0,,
13267-13267_game_2,2026-05-12 10:02:59,16.09,Top Esports,Red,1,26.95,1,0,FD Only,,,15,9,,1.0,,
13267-13267_game_3,2026-05-12 10:52:49,16.09,Ninjas in Pyjamas,Red,1,29.483333333333334,1,0,FD Only,,,18,13,,0.0,,
13268-13268_game_1,2026-05-12 12:04:25,16.09,Bilibili Gaming,Blue,0,33.666666666666664,0,0,Neither,,,13,19,,1.0,,
13268-13268_game_1,2026-05-12 12:04:25,16.09,Invictus Gaming,Red,1,33.666666666666664,1,1,FD + More Grubs,,,19,13,,0.0,,
13240-13240_game_2,2026-04-25 10:18:37,16.08,JD Gaming,Blue,1,27.2,1,1,FD + More Grubs,,,18,6,,1.0,,
13240-13240_game_2,2026-04-25 10:18:37,16.08,Team WE,Red,0,27.2,0,0,Neither,,,6,18,,0.0,,
13237-13237_game_1,2026-04-24 09:13:50,16.08,Oh My God,Blue,0,30.816666666666666,0,1,More Grubs Only,,,4,16,,1.0,,
13237-13237_game_1,2026-04-24 09:13:50,16.08,LNG Esports,Red,1,30.816666666666666,1,0,FD Only,,,16,4,,0.0,,
13237-13237_game_2,2026-04-24 10:08:44,16.08,LNG Esports,Blue,1,32.166666666666664,1,0,FD Only,,,10,5,,1.0,,
13241-13241_game_1,2026-04-25 11:20:53,16.08,Weibo Gaming,Blue,0,27.083333333333332,0,1,More Grubs Only,,,5,21,,1.0,,
13241-13241_game_1,2026-04-25 11:20:53,16.08,Anyone's Legend,Red,1,27.083333333333332,1,0,FD Only,,,21,5,,0.0,,
13241-13241_game_2,2026-04-25 12:10:23,16.08,Anyone's Legend,Blue,0,25.983333333333334,0,1,More Grubs Only,,,3,22,,1.0,,
13241-13241_game_2,2026-04-25 12:10:23,16.08,Weibo Gaming,Red,1,25.983333333333334,1,0,FD Only,,,22,3,,0.0,,
13241-13241_game_3,2026-04-25 12:58:47,16.08,Weibo Gaming,Blue,0,33.916666666666664,0,1,More Grubs Only,,,7,15,,1.0,,
13241-13241_game_3,2026-04-25 12:58:47,16.08,Anyone's Legend,Red,1,33.916666666666664,1,0,FD Only,,,15,7,,0.0,,
13239-13239_game_1,2026-04-25 07:14:50,16.08,Top Esports,Blue,1,30.65,0,0,Neither,,,19,14,,1.0,,
13239-13239_game_1,2026-04-25 07:14:50,16.08,Ninjas in Pyjamas,Red,0,30.65,1,1,FD + More Grubs,,,14,19,,0.0,,
13239-13239_game_2,2026-04-25 08:07:13,16.08,Top Esports,Blue,1,32.68333333333333,0,1,More Grubs Only,,,18,13,,1.0,,
13239-13239_game_2,2026-04-25 08:07:13,16.08,Ninjas in Pyjamas,Red,0,32.68333333333333,1,0,FD Only,,,13,18,,0.0,,
13240-13240_game_1,2026-04-25 09:18:25,16.08,JD Gaming,Blue,1,37.6,1,1,FD + More Grubs,,,21,7,,0.0,,
13240-13240_game_1,2026-04-25 09:18:25,16.08,Team WE,Red,0,37.6,0,0,Neither,,,7,21,,1.0,,
13268-13268_game_2,2026-05-12 13:03:54,16.09,Invictus Gaming,Blue,0,30.966666666666665,0,1,More Grubs Only,,,10,32,,0.0,,
13268-13268_game_2,2026-05-12 13:03:54,16.09,Bilibili Gaming,Red,1,30.966666666666665,1,0,FD Only,,,32,10,,1.0,,
13268-13268_game_3,2026-05-12 13:59:46,16.09,Bilibili Gaming,Blue,1,28.283333333333335,1,1,FD + More Grubs,,,22,9,,1.0,,
13268-13268_game_3,2026-05-12 13:59:46,16.09,Invictus Gaming,Red,0,28.283333333333335,0,0,Neither,,,9,22,,0.0,,
13270-13270_game_1,2026-05-13 12:27:16,16.09,Anyone's Legend,Blue,0,32.85,0,1,More Grubs Only,,,3,11,,0.0,,
13270-13270_game_1,2026-05-13 12:27:16,16.09,Team WE,Red,1,32.85,1,0,FD Only,,,11,3,,1.0,,
13270-13270_game_2,2026-05-13 13:22:39,16.09,Anyone's Legend,Blue,1,26.0,1,0,FD Only,,,20,7,,0.0,,
13242-13242_game_1,2026-04-26 09:12:56,16.08,Ultra Prime,Blue,1,39.68333333333333,0,0,Neither,,,24,17,,0.0,,
13242-13242_game_1,2026-04-26 09:12:56,16.08,LGD Gaming,Red,0,39.68333333333333,1,1,FD + More Grubs,,,16,24,,1.0,,
13242-13242_game_2,2026-04-26 10:13:28,16.08,Ultra Prime,Blue,1,36.4,1,0,FD Only,,,10,7,,0.0,,
13242-13242_game_2,2026-04-26 10:13:28,16.08,LGD Gaming,Red,0,36.4,0,1,More Grubs Only,,,7,10,,1.0,,
13243-13243_game_1,2026-04-26 11:30:40,16.08,Bilibili Gaming,Blue,1,27.85,0,1,More Grubs Only,,,17,9,,1.0,,
13243-13243_game_1,2026-04-26 11:30:40,16.08,Weibo Gaming,Red,0,27.85,1,0,FD Only,,,9,17,,0.0,,
13243-13243_game_2,2026-04-26 12:20:44,16.08,Weibo Gaming,Blue,0,35.13333333333333,1,1,FD + More Grubs,,,14,22,,1.0,,
13243-13243_game_2,2026-04-26 12:20:44,16.08,Bilibili Gaming,Red,1,35.13333333333333,0,0,Neither,,,22,14,,0.0,,
13270-13270_game_2,2026-05-13 13:22:39,16.09,Team WE,Red,0,26.0,0,1,More Grubs Only,,,7,20,,1.0,,
13270-13270_game_3,2026-05-13 14:09:41,16.09,Anyone's Legend,Blue,1,45.63333333333333,0,1,More Grubs Only,,,27,13,,1.0,,
13270-13270_game_3,2026-05-13 14:09:41,16.09,Team WE,Red,0,45.63333333333333,1,0,FD Only,,,13,27,,0.0,,
13272-13272_game_2,2026-05-14 12:36:30,16.09,Weibo Gaming,Blue,0,29.7,0,1,More Grubs Only,,,2,17,,0.0,,
13272-13272_game_2,2026-05-14 12:36:30,16.09,JD Gaming,Red,1,29.7,1,0,FD Only,,,17,2,,1.0,,
13272-13272_game_3,2026-05-14 13:30:03,16.09,JD Gaming,Blue,0,36.5,0,1,More Grubs Only,,,6,11,,1.0,,
13272-13272_game_3,2026-05-14 13:30:03,16.09,Weibo Gaming,Red,1,36.5,1,0,FD Only,,,11,6,,0.0,,
13244-13244_game_1,2026-04-28 09:13:28,16.08,Invictus Gaming,Blue,0,27.116666666666667,0,1,More Grubs Only,,,1,14,,1.0,,
13244-13244_game_1,2026-04-28 09:13:28,16.08,Anyone's Legend,Red,1,27.116666666666667,1,0,FD Only,,,14,1,,0.0,,
13244-13244_game_2,2026-04-28 10:06:13,16.08,Anyone's Legend,Blue,1,38.93333333333333,1,1,FD + More Grubs,,,18,12,,0.0,,
13244-13244_game_2,2026-04-28 10:06:13,16.08,Invictus Gaming,Red,0,38.93333333333333,0,0,Neither,,,12,18,,1.0,,
13245-13245_game_1,2026-04-28 11:23:55,16.08,Top Esports,Blue,0,38.016666666666666,0,1,More Grubs Only,,,9,18,,0.0,,
13245-13245_game_1,2026-04-28 11:23:55,16.08,Weibo Gaming,Red,1,38.016666666666666,1,0,FD Only,,,18,9,,1.0,,
13245-13245_game_2,2026-04-28 12:25:38,16.08,Top Esports,Blue,0,36.016666666666666,1,1,FD + More Grubs,,,14,22,,1.0,,
13245-13245_game_2,2026-04-28 12:25:38,16.08,Weibo Gaming,Red,1,36.016666666666666,0,0,Neither,,,22,14,,0.0,,
13247-13247_game_1,2026-04-29 11:33:11,16.08,Bilibili Gaming,Blue,1,34.166666666666664,0,1,More Grubs Only,,,24,16,,1.0,,
13247-13247_game_1,2026-04-29 11:33:11,16.08,Team WE,Red,0,34.166666666666664,1,0,FD Only,,,16,24,,0.0,,
13247-13247_game_2,2026-04-29 12:35:06,16.08,Team WE,Blue,0,43.18333333333333,1,1,FD + More Grubs,,,12,23,,1.0,,
13247-13247_game_2,2026-04-29 12:35:06,16.08,Bilibili Gaming,Red,1,43.18333333333333,0,0,Neither,,,23,12,,0.0,,
13246-13246_game_1,2026-04-29 09:19:47,16.08,JD Gaming,Blue,1,31.016666666666666,1,0,FD Only,,,17,10,,1.0,,
13246-13246_game_1,2026-04-29 09:19:47,16.08,Ninjas in Pyjamas,Red,0,31.016666666666666,0,1,More Grubs Only,,,10,17,,0.0,,
13248-13248_game_1,2026-04-30 09:13:37,16.08,ThunderTalk Gaming,Blue,1,27.133333333333333,1,0,FD Only,,,21,3,,1.0,,
13250-13250_game_1,2026-05-01 09:14:43,16.08,Anyone's Legend,Blue,1,32.78333333333333,0,1,More Grubs Only,,,22,8,,1.0,,
13250-13250_game_1,2026-05-01 09:14:43,16.08,Top Esports,Red,0,32.78333333333333,1,0,FD Only,,,8,22,,0.0,,
13250-13250_game_2,2026-05-01 10:12:33,16.08,Anyone's Legend,Blue,1,31.716666666666665,0,1,More Grubs Only,,,22,4,,1.0,,
13250-13250_game_2,2026-05-01 10:12:33,16.08,Top Esports,Red,0,31.716666666666665,1,0,FD Only,,,4,22,,0.0,,
13251-13251_game_1,2026-05-01 11:34:18,16.08,Invictus Gaming,Blue,0,36.166666666666664,1,0,FD Only,,,17,21,,0.0,,
13251-13251_game_1,2026-05-01 11:34:18,16.08,Weibo Gaming,Red,1,36.166666666666664,0,1,More Grubs Only,,,21,17,,1.0,,
13252-13252_game_1,2026-05-02 07:12:44,16.08,Team WE,Blue,1,37.45,0,0,Neither,,,17,7,,0.0,,
13252-13252_game_1,2026-05-02 07:12:44,16.08,JD Gaming,Red,0,37.45,1,1,FD + More Grubs,,,7,17,,1.0,,
13253-13253_game_1,2026-05-02 10:17:29,16.08,Weibo Gaming,Blue,0,25.916666666666668,0,0,Neither,,,4,23,,0.0,,
13253-13253_game_1,2026-05-02 10:17:29,16.08,Top Esports,Red,1,25.916666666666668,1,1,FD + More Grubs,,,23,4,,1.0,,
13256-13256_game_1,2026-05-03 12:00:48,16.09,Ninjas in Pyjamas,Blue,0,39.45,1,0,FD Only,,,13,17,,0.0,,
13256-13256_game_1,2026-05-03 12:00:48,16.09,Bilibili Gaming,Red,1,39.45,0,1,More Grubs Only,,,17,13,,1.0,,
13256-13256_game_2,2026-05-03 13:04:42,16.09,Bilibili Gaming,Blue,0,33.916666666666664,0,1,More Grubs Only,,,10,12,,0.0,,
13256-13256_game_2,2026-05-03 13:04:42,16.09,Ninjas in Pyjamas,Red,1,33.916666666666664,1,0,FD Only,,,12,10,,1.0,,
13256-13256_game_3,2026-05-03 14:00:43,16.09,Ninjas in Pyjamas,Blue,0,35.56666666666667,0,1,More Grubs Only,,,5,18,,0.0,,
13255-13255_game_1,2026-05-03 09:12:07,16.09,LNG Esports,Blue,1,28.183333333333334,1,0,FD Only,,,21,8,,0.0,,
13255-13255_game_1,2026-05-03 09:12:07,16.09,ThunderTalk Gaming,Red,0,28.183333333333334,0,1,More Grubs Only,,,8,21,,1.0,,
13255-13255_game_2,2026-05-03 10:03:59,16.09,LNG Esports,Blue,0,32.833333333333336,1,1,FD + More Grubs,,,18,30,,0.0,,
13255-13255_game_2,2026-05-03 10:03:59,16.09,ThunderTalk Gaming,Red,1,32.833333333333336,0,0,Neither,,,30,18,,1.0,,
13255-13255_game_3,2026-05-03 10:59:13,16.09,ThunderTalk Gaming,Blue,0,23.466666666666665,0,1,More Grubs Only,,,6,22,,0.0,,
13255-13255_game_3,2026-05-03 10:59:13,16.09,LNG Esports,Red,1,23.466666666666665,1,0,FD Only,,,22,6,,1.0,,
13256-13256_game_3,2026-05-03 14:00:43,16.09,Bilibili Gaming,Red,1,35.56666666666667,1,0,FD Only,,,18,5,,1.0,,
13257-13257_game_1,2026-05-06 09:13:56,16.09,Team WE,Blue,1,32.78333333333333,1,0,FD Only,,,22,14,,1.0,,
13257-13257_game_1,2026-05-06 09:13:56,16.09,Invictus Gaming,Red,0,32.78333333333333,0,1,More Grubs Only,,,14,22,,0.0,,
13257-13257_game_2,2026-05-06 10:10:32,16.09,Team WE,Blue,0,23.033333333333335,0,0,Neither,,,6,21,,0.0,,
13257-13257_game_2,2026-05-06 10:10:32,16.09,Invictus Gaming,Red,1,23.033333333333335,1,1,FD + More Grubs,,,21,6,,1.0,,
13264-13264_game_2,2026-05-09 12:22:29,16.09,Team WE,Blue,0,26.15,0,1,More Grubs Only,,,4,17,,1.0,,
13264-13264_game_2,2026-05-09 12:22:29,16.09,Top Esports,Red,1,26.15,1,0,FD Only,,,17,4,,0.0,,
13261-13261_game_1,2026-05-08 09:19:29,16.09,LNG Esports,Blue,1,30.1,0,1,More Grubs Only,,,12,3,,1.0,,
13261-13261_game_1,2026-05-08 09:19:29,16.09,Ultra Prime,Red,0,30.1,1,0,FD Only,,,3,12,,0.0,,
13263-13263_game_1,2026-05-09 09:13:03,16.09,Invictus Gaming,Blue,1,34.31666666666667,1,1,FD + More Grubs,,,18,6,,1.0,,
13263-13263_game_1,2026-05-09 09:13:03,16.09,Ninjas in Pyjamas,Red,0,34.31666666666667,0,0,Neither,,,6,18,,0.0,,
13263-13263_game_2,2026-05-09 10:12:07,16.09,Ninjas in Pyjamas,Blue,0,27.166666666666668,0,0,Neither,,,10,17,,0.0,,
13263-13263_game_2,2026-05-09 10:12:07,16.09,Invictus Gaming,Red,1,27.166666666666668,1,1,FD + More Grubs,,,17,10,,1.0,,
13264-13264_game_1,2026-05-09 11:17:46,16.09,Team WE,Blue,0,34.96666666666667,1,0,FD Only,,,10,22,,1.0,,
13264-13264_game_1,2026-05-09 11:17:46,16.09,Top Esports,Red,1,34.96666666666667,0,1,More Grubs Only,,,22,10,,0.0,,
13265-13265_game_1,2026-05-10 09:11:28,16.09,Ninjas in Pyjamas,Blue,0,40.266666666666666,0,1,More Grubs Only,,,12,21,,1.0,,
13265-13265_game_1,2026-05-10 09:11:28,16.09,Weibo Gaming,Red,1,40.266666666666666,1,0,FD Only,,,21,12,,0.0,,
13266-13266_game_1,2026-05-10 11:25:42,16.09,JD Gaming,Blue,1,43.266666666666666,0,1,More Grubs Only,,,18,11,,0.0,,
13266-13266_game_1,2026-05-10 11:25:42,16.09,Anyone's Legend,Red,0,43.266666666666666,1,0,FD Only,,,11,18,,1.0,,
13266-13266_game_2,2026-05-10 12:30:06,16.09,Anyone's Legend,Blue,1,28.983333333333334,1,1,FD + More Grubs,,,13,3,,0.0,,
13276-13276_game_1,2026-05-16 12:49:14,16.09,Team WE,Blue,0,41.36666666666667,0,1,More Grubs Only,,,15,23,,1.0,,
13267-13267_game_1,2026-05-12 09:10:54,16.09,Ninjas in Pyjamas,Blue,1,30.016666666666666,1,1,FD + More Grubs,,,16,4,,1.0,,
13267-13267_game_1,2026-05-12 09:10:54,16.09,Top Esports,Red,0,30.016666666666666,0,0,Neither,,,4,16,,0.0,,
13276-13276_game_1,2026-05-16 12:49:14,16.09,Ninjas in Pyjamas,Red,1,41.36666666666667,1,0,FD Only,,,23,15,,0.0,,
13273-13273_game_1,2026-05-15 09:09:24,16.09,Ultra Prime,Blue,1,37.2,0,1,More Grubs Only,,,19,7,,1.0,,
13273-13273_game_1,2026-05-15 09:09:24,16.09,Oh My God,Red,0,37.2,1,0,FD Only,,,7,19,,0.0,,
13273-13273_game_2,2026-05-15 10:06:44,16.09,Ultra Prime,Blue,1,31.416666666666668,0,0,Neither,,,19,5,,1.0,,
13273-13273_game_2,2026-05-15 10:06:44,16.09,Oh My God,Red,0,31.416666666666668,1,1,FD + More Grubs,,,5,19,,0.0,,
13274-13274_game_1,2026-05-15 11:19:40,16.09,Top Esports,Blue,0,31.833333333333332,1,0,FD Only,,,11,39,,0.0,,
13274-13274_game_1,2026-05-15 11:19:40,16.09,Bilibili Gaming,Red,1,31.833333333333332,0,1,More Grubs Only,,,39,11,,1.0,,
13267-13267_game_3,2026-05-12 10:52:49,16.09,Top Esports,Blue,0,29.483333333333334,0,1,More Grubs Only,,,13,18,,1.0,,
13276-13276_game_2,2026-05-16 13:54:07,16.09,Team WE,Blue,1,27.183333333333334,0,0,Neither,,,12,11,,0.0,,
13276-13276_game_2,2026-05-16 13:54:07,16.09,Ninjas in Pyjamas,Red,0,27.183333333333334,1,1,FD + More Grubs,,,10,12,,1.0,,
13274-13274_game_2,2026-05-15 12:14:12,16.09,Bilibili Gaming,Blue,1,39.333333333333336,0,0,Neither,,,18,14,,1.0,,
13274-13274_game_2,2026-05-15 12:14:12,16.09,Top Esports,Red,0,39.333333333333336,1,1,FD + More Grubs,,,14,18,,0.0,,
13269-13269_game_2,2026-05-13 10:14:37,16.09,EDward Gaming,Blue,0,35.86666666666667,0,1,More Grubs Only,,,9,14,,0.0,,
13269-13269_game_2,2026-05-13 10:14:37,16.09,Oh My God,Red,1,35.86666666666667,1,0,FD Only,,,14,9,,1.0,,
13269-13269_game_1,2026-05-13 09:10:08,16.09,EDward Gaming,Blue,1,29.333333333333332,1,1,FD + More Grubs,,,16,2,,0.0,,
13269-13269_game_1,2026-05-13 09:10:08,16.09,Oh My God,Red,0,29.333333333333332,0,0,Neither,,,2,16,,1.0,,
13269-13269_game_3,2026-05-13 11:13:02,16.09,Oh My God,Blue,0,37.166666666666664,0,1,More Grubs Only,,,10,12,,1.0,,
13269-13269_game_3,2026-05-13 11:13:02,16.09,EDward Gaming,Red,1,37.166666666666664,1,0,FD Only,,,12,10,,0.0,,
13276-13276_game_3,2026-05-16 14:41:51,16.09,Team WE,Blue,0,23.783333333333335,0,0,Neither,,,5,20,,0.0,,
13276-13276_game_3,2026-05-16 14:41:51,16.09,Ninjas in Pyjamas,Red,1,23.783333333333335,1,1,FD + More Grubs,,,20,5,,1.0,,
13271-13271_game_1,2026-05-14 09:10:34,16.09,LNG Esports,Blue,1,33.266666666666666,1,0,FD Only,,,14,7,,0.0,,
13271-13271_game_1,2026-05-14 09:10:34,16.09,LGD Gaming,Red,0,33.266666666666666,0,1,More Grubs Only,,,7,14,,1.0,,
13271-13271_game_2,2026-05-14 10:13:30,16.09,LNG Esports,Blue,1,38.666666666666664,1,0,FD Only,,,21,11,,1.0,,
13271-13271_game_2,2026-05-14 10:13:30,16.09,LGD Gaming,Red,0,38.666666666666664,0,1,More Grubs Only,,,11,21,,0.0,,
13272-13272_game_1,2026-05-14 11:30:07,16.09,JD Gaming,Blue,0,42.46666666666667,1,1,FD + More Grubs,,,10,14,,1.0,,
13272-13272_game_1,2026-05-14 11:30:07,16.09,Weibo Gaming,Red,1,42.46666666666667,0,0,Neither,,,14,10,,0.0,,
13278-13278_game_1,2026-05-17 12:31:46,16.09,Bilibili Gaming,Blue,1,33.233333333333334,1,0,FD Only,,,27,15,,0.0,,
13278-13278_game_1,2026-05-17 12:31:46,16.09,Anyone's Legend,Red,0,33.233333333333334,0,1,More Grubs Only,,,15,27,,1.0,,
13275-13275_game_1,2026-05-16 09:11:04,16.09,ThunderTalk Gaming,Blue,1,30.8,1,0,FD Only,,,17,8,,1.0,,
13275-13275_game_1,2026-05-16 09:11:04,16.09,EDward Gaming,Red,0,30.8,0,1,More Grubs Only,,,8,17,,0.0,,
13275-13275_game_2,2026-05-16 10:03:30,16.09,ThunderTalk Gaming,Blue,0,35.13333333333333,0,0,Neither,,,8,12,,0.0,,
13275-13275_game_2,2026-05-16 10:03:30,16.09,EDward Gaming,Red,1,35.13333333333333,1,1,FD + More Grubs,,,12,8,,1.0,,
13275-13275_game_3,2026-05-16 11:01:15,16.09,EDward Gaming,Blue,0,37.03333333333333,0,1,More Grubs Only,,,17,26,,1.0,,
13275-13275_game_3,2026-05-16 11:01:15,16.09,ThunderTalk Gaming,Red,1,37.03333333333333,1,0,FD Only,,,26,17,,0.0,,
13278-13278_game_2,2026-05-17 13:35:18,16.09,Anyone's Legend,Blue,0,31.716666666666665,0,1,More Grubs Only,,,10,19,,0.0,,
13278-13278_game_2,2026-05-17 13:35:18,16.09,Bilibili Gaming,Red,1,31.716666666666665,1,0,FD Only,,,19,10,,1.0,,
13277-13277_game_1,2026-05-17 09:15:24,16.09,Invictus Gaming,Blue,1,37.083333333333336,0,1,More Grubs Only,,,26,16,,1.0,,
13277-13277_game_1,2026-05-17 09:15:24,16.09,JD Gaming,Red,0,37.083333333333336,1,0,FD Only,,,16,26,,0.0,,
13277-13277_game_2,2026-05-17 10:19:07,16.09,Invictus Gaming,Blue,0,28.966666666666665,0,0,Neither,,,6,24,,0.0,,
13277-13277_game_2,2026-05-17 10:19:07,16.09,JD Gaming,Red,1,28.966666666666665,1,1,FD + More Grubs,,,24,6,,1.0,,
13277-13277_game_3,2026-05-17 11:15:37,16.09,JD Gaming,Blue,1,30.9,0,0,Neither,,,24,15,,0.0,,
13277-13277_game_3,2026-05-17 11:15:37,16.09,Invictus Gaming,Red,0,30.9,1,1,FD + More Grubs,,,15,24,,1.0,,
13060-13060_game_2,2026-01-14 10:19:19,16.01,Invictus Gaming,Blue,0,33.13333333333333,0,1,More Grubs Only,,,7,29,,0.0,,
13060-13060_game_2,2026-01-14 10:19:19,16.01,Weibo Gaming,Red,1,33.13333333333333,1,0,FD Only,,,29,7,,1.0,,
